第一组红,葡萄酒品尝评分,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品25,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,4,4,4,4,3,4,,,
,色调  10,6,8,6,2,6,8,8,6,8,6,,,
香气分析  30,纯正度  6,4,4,4,4,6,4,4,4,6,4,,,
,浓度  8,4,6,6,4,6,6,6,4,7,4,,,
,质量  16,10,14,14,10,12,12,12,10,14,12,,,
口感分析  44,纯正度  6,3,5,5,3,6,3,3,4,5,4,,,
,浓度  8,4,6,7,4,4,4,4,4,6,6,,,
,持久性 8,4,6,6,6,5,6,5,5,7,6,,,
,质量 22,13,16,19,16,13,13,10,13,16,13,,,
平衡/整体评价  11,,8,9,10,8,8,7,8,8,9,8,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品27,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,3,4,4,3,2,4,,,
,色调  10,6,8,6,2,4,8,8,8,6,6,,,
香气分析  30,纯正度  6,4,4,3,3,5,3,5,4,6,5,,,
,浓度  8,7,6,4,4,7,4,6,4,8,6,,,
,质量  16,12,12,10,10,14,10,12,12,14,12,,,
口感分析  44,纯正度  6,4,4,4,5,5,4,4,4,6,4,,,
,浓度  8,6,6,6,6,7,7,4,4,7,7,,,
,持久性 8,6,7,5,5,6,7,6,6,7,6,,,
,质量 22,13,16,13,16,19,19,16,13,19,16,,,
平衡/整体评价  11,,8,10,8,8,10,10,8,9,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品7,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,4,4,4,4,3,4,,,
,色调  10,6,6,6,4,4,6,8,4,6,8,,,
香气分析  30,纯正度  6,4,3,4,4,3,5,5,3,6,5,,,
,浓度  8,4,6,6,4,4,6,7,6,7,7,,,
,质量  16,10,10,12,10,10,14,14,8,14,14,,,
口感分析  44,纯正度  6,4,4,5,4,4,5,3,4,5,5,,,
,浓度  8,4,6,7,6,4,7,4,4,7,6,,,
,持久性 8,6,6,7,6,5,8,5,5,7,6,,,
,质量 22,13,16,16,13,13,19,13,13,19,19,,,
平衡/整体评价  11,,8,9,9,8,8,10,9,8,10,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品10,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,4,4,5,4,2,4,,,
,色调  10,6,8,6,4,8,8,10,6,6,6,,,
香气分析  30,纯正度  6,4,4,5,5,5,5,4,4,6,5,,,
,浓度  8,6,7,7,6,7,6,6,4,7,6,,,
,质量  16,10,12,14,12,14,14,12,12,14,12,,,
口感分析  44,纯正度  6,4,5,5,3,4,3,4,4,5,4,,,
,浓度  8,6,6,7,6,6,6,4,4,6,6,,,
,持久性 8,6,7,7,6,5,6,5,5,5,7,,,
,质量 22,13,19,19,13,13,13,16,16,16,16,,,
平衡/整体评价  11,,8,10,9,8,9,8,9,9,9,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品11,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,3,5,4,4,4,4,4,4,,,
,色调  10,6,2,2,2,2,6,8,4,10,4,,,
香气分析  30,纯正度  6,5,3,4,4,4,5,5,4,6,4,,,
,浓度  8,7,6,7,7,4,7,7,6,7,6,,,
,质量  16,14,12,12,12,10,14,14,12,14,12,,,
口感分析  44,纯正度  6,4,3,5,3,4,3,4,3,6,4,,,
,浓度  8,6,4,7,4,6,6,4,6,7,7,,,
,持久性 8,6,5,7,5,5,6,6,5,7,7,,,
,质量 22,13,13,16,13,16,13,10,13,19,16,,,
平衡/整体评价  11,,8,8,9,8,8,7,8,9,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品20,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,3,5,3,4,4,4,2,4,,,
,色调  10,6,6,4,6,6,6,8,6,6,8,,,
香气分析  30,纯正度  6,5,5,6,5,5,5,5,5,6,5,,,
,浓度  8,8,7,8,7,7,7,7,7,8,7,,,
,质量  16,14,14,14,14,14,14,14,14,14,14,,,
口感分析  44,纯正度  6,4,5,4,4,5,5,4,4,5,4,,,
,浓度  8,6,7,6,6,7,7,4,6,8,7,,,
,持久性 8,6,7,6,5,6,7,5,5,8,7,,,
,质量 22,16,19,16,13,19,16,16,16,19,16,,,
平衡/整体评价  11,,9,10,9,9,10,8,9,9,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品16,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,2,5,3,1,3,4,2,3,,,
,色调  10,8,8,8,6,10,4,10,8,6,6,,,
香气分析  30,纯正度  6,4,4,4,5,4,5,5,5,6,5,,,
,浓度  8,7,4,6,6,6,6,6,6,7,6,,,
,质量  16,12,12,12,12,12,14,14,12,14,12,,,
口感分析  44,纯正度  6,4,5,5,3,4,4,4,4,5,4,,,
,浓度  8,6,7,7,6,4,7,6,4,7,7,,,
,持久性 8,5,7,7,6,5,6,6,6,6,6,,,
,质量 22,13,19,19,13,13,16,16,16,16,16,,,
平衡/整体评价  11,,9,10,10,9,8,8,10,9,9,9,,,
,,,,,,,,,,,,,,
酒样品24,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,5,4,4,4,3,4,,,
,色调  10,8,8,8,6,10,8,10,8,8,6,,,
香气分析  30,纯正度  6,4,5,5,4,5,4,3,5,5,5,,,
,浓度  8,7,6,7,6,7,7,6,6,7,7,,,
,质量  16,12,14,14,10,14,14,12,12,12,12,,,
口感分析  44,纯正度  6,3,5,5,4,6,5,3,4,5,3,,,
,浓度  8,6,7,7,4,7,7,6,6,7,6,,,
,持久性 8,5,7,7,5,7,6,5,5,6,6,,,
,质量 22,13,19,22,16,19,19,13,16,16,13,,,
平衡/整体评价  11,,8,10,11,8,10,10,8,9,9,8,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品19,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,2,5,4,4,3,4,,,
,色调  10,8,8,8,4,10,8,10,8,8,8,,,
香气分析  30,纯正度  6,4,5,4,4,3,5,5,5,6,5,,,
,浓度  8,7,6,6,6,6,7,7,6,7,6,,,
,质量  16,12,14,12,10,12,14,14,14,14,14,,,
口感分析  44,纯正度  6,4,4,5,4,4,5,3,4,5,4,,,
,浓度  8,6,7,8,6,4,8,6,6,7,7,,,
,持久性 8,6,7,8,6,6,7,6,6,6,7,,,
,质量 22,16,19,19,13,13,19,16,16,16,16,,,
平衡/整体评价  11,,9,10,10,8,8,9,9,9,10,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品18,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,2,2?,2,1,2,1,2,2,2,,,
,色调  10,6,6,4,4,4,4,6,6,4,6,,,
香气分析  30,纯正度  6,2,4,2,3,2,2,3,3,5,3,,,
,浓度  8,4,6,4,6,4,4,7,4,6,6,,,
,质量  16,8,12,8,8,8,10,14,10,12,10,,,
口感分析  44,纯正度  6,4,3,2,3,3,4,2,3,5,4,,,
,浓度  8,6,6,4,4,4,4,6,4,6,6,,,
,持久性 8,6,5,5,5,5,6,5,5,6,6,,,
,质量 22,16,13,13,13,13,13,10,13,16,16,,,
平衡/整体评价  11,,8,8,7,7,8,8,8,8,8,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品6,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,4,4,3,4,3,4,,,
,色调  10,6,8,8,4,8,6,8,6,8,8,,,
香气分析  30,纯正度  6,4,3,4,3,6,5,5,4,6,5,,,
,浓度  8,6,6,6,6,7,6,6,4,7,6,,,
,质量  16,12,10,12,10,14,12,12,12,14,14,,,
口感分析  44,纯正度  6,4,3,3,3,5,3,2,3,5,5,,,
,浓度  8,6,4,4,4,6,6,6,4,6,7,,,
,持久性 8,6,6,6,5,6,6,6,6,7,6,,,
,质量 22,16,16,16,13,16,13,13,13,16,19,,,
平衡/整体评价  11,,8,9,8,8,10,8,8,8,9,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品4,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,5,5,2,4,3,4,,,
,色调  10,8,8,8,6,10,8,8,8,8,8,,,
香气分析  30,纯正度  6,2,2,2,3,2,6,5,2,5,5,,,
,浓度  8,2,4,2,4,2,7,7,6,7,6,,,
,质量  16,8,10,8,12,8,14,14,10,14,14,,,
口感分析  44,纯正度  6,2,3,4,3,2,5,3,3,5,4,,,
,浓度  8,2,6,6,6,4,6,6,4,8,6,,,
,持久性 8,4,5,6,6,5,7,6,5,7,5,,,
,质量 22,13,13,16,13,13,16,16,13,16,16,,,
平衡/整体评价  11,,7,9,9,8,7,8,9,8,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品13,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,3,3,2,1,4,2,4,2,2,,,
,色调  10,8,8,8,4,10,8,10,8,6,6,,,
香气分析  30,纯正度  6,4,5,4,4,6,4,5,4,5,5,,,
,浓度  8,6,7,4,4,7,4,7,6,7,6,,,
,质量  16,12,14,12,10,14,12,14,12,14,14,,,
口感分析  44,纯正度  6,4,5,5,3,4,5,3,5,5,4,,,
,浓度  8,6,7,7,6,4,6,4,6,6,7,,,
,持久性 8,5,6,7,6,6,6,6,6,6,7,,,
,质量 22,13,19,19,13,13,19,16,16,16,16,,,
平衡/整体评价  11,,8,10,10,7,8,9,10,9,8,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品22,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,4,4,4,3,4,4,4,,,
,色调  10,8,8,8,6,10,8,8,8,8,8,,,
香气分析  30,纯正度  6,5,5,3,3,6,3,4,5,6,5,,,
,浓度  8,7,7,6,6,8,6,7,6,7,7,,,
,质量  16,14,14,10,12,16,10,12,12,14,14,,,
口感分析  44,纯正度  6,4,5,5,3,6,5,4,5,5,4,,,
,浓度  8,4,6,6,6,8,6,6,6,7,7,,,
,持久性 8,5,6,6,6,6,5,6,6,6,6,,,
,质量 22,13,19,16,13,19,16,16,16,13,16,,,
平衡/整体评价  11,,9,9,8,9,10,9,9,9,9,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品17,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,3,4,5,4,4,4,4,3,4,,,
,色调  10,8,8,8,6,10,8,8,8,8,6,,,
香气分析  30,纯正度  6,4,4,5,5,6,5,4,5,5,5,,,
,浓度  8,4,4,7,4,8,6,7,6,7,6,,,
,质量  16,10,12,14,12,16,12,14,12,14,12,,,
口感分析  44,纯正度  6,4,5,6,3,6,5,3,5,5,5,,,
,浓度  8,6,7,7,6,8,7,4,7,7,7,,,
,持久性 8,6,7,8,6,6,7,5,7,6,6,,,
,质量 22,16,19,22,13,22,19,13,16,16,16,,,
平衡/整体评价  11,,8,10,10,8,11,9,7,10,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品1,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,1,2,3,2,4,3,2,3,2,1,,,
,色调  10,4,6,8,6,10,6,8,6,6,4,,,
香气分析  30,纯正度  6,4,5,2,3,5,5,5,4,6,4,,,
,浓度  8,4,6,2,4,7,7,6,4,8,6,,,
,质量  16,10,14,8,10,14,14,14,10,16,12,,,
口感分析  44,纯正度  6,2,3,3,2,4,2,3,4,3,3,,,
,浓度  8,4,4,2,4,6,2,7,4,6,6,,,
,持久性 8,5,5,4,5,6,5,6,5,6,5,,,
,质量 22,10,13,10,10,13,10,13,13,13,13,,,
平衡/整体评价  11,,7,8,7,8,8,7,8,8,8,8,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品2,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,2,2,3,3,4,4,3,3,3,2,,,
,色调  10,6,6,8,6,10,6,8,8,8,6,,,
香气分析  30,纯正度  6,3,4,6,4,6,4,4,4,6,4,,,
,浓度  8,4,7,7,6,8,6,7,6,7,7,,,
,质量  16,10,14,14,12,16,12,14,12,14,12,,,
口感分析  44,纯正度  6,5,5,5,4,5,5,4,5,5,4,,,
,浓度  8,7,7,7,7,7,7,7,6,7,6,,,
,持久性 8,6,7,7,7,6,7,7,7,6,7,,,
,质量 22,19,19,19,16,19,19,19,19,19,16,,,
平衡/整体评价  11,,9,10,10,9,10,10,10,9,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品3,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,4,3,4,4,4,3,3,3,3,,,
,色调  10,10,8,8,8,10,10,8,8,8,8,,,
香气分析  30,纯正度  6,4,4,5,4,5,5,5,5,5,5,,,
,浓度  8,7,7,6,6,4,6,7,6,7,6,,,
,质量  16,12,14,14,12,12,14,14,14,14,12,,,
口感分析  44,纯正度  6,5,5,5,4,4,6,4,5,5,4,,,
,浓度  8,6,7,8,7,4,7,4,6,7,6,,,
,持久性 8,7,7,8,6,5,8,6,7,6,7,,,
,质量 22,17,19,22,16,13,19,13,19,19,16,,,
平衡/整体评价  11,,9,10,10,9,8,10,9,10,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品8,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,1,3,3,3,2,4,4,3,3,1,,,
,色调  10,6,6,6,6,10,6,8,8,8,6,,,
香气分析  30,纯正度  6,4,5,3,4,6,5,5,5,5,5,,,
,浓度  8,7,7,4,4,8,6,7,7,7,7,,,
,质量  16,14,14,10,12,16,14,14,14,14,14,,,
口感分析  44,纯正度  6,3,4,3,3,4,3,4,5,4,4,,,
,浓度  8,4,6,6,6,4,7,4,7,7,7,,,
,持久性 8,5,6,6,6,5,6,5,7,5,7,,,
,质量 22,13,16,16,13,13,13,10,19,13,16,,,
平衡/整体评价  11,,7,9,8,8,8,8,8,10,9,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品12,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,1,1,1,1,1,1,1,2,1,1,,,
,色调  10,4,2,2,4,4,4,4,6,4,6,,,
香气分析  30,纯正度  6,2,2,2,2,3,3,2,4,4,3,,,
,浓度  8,4,4,2,4,4,6,4,4,4,6,,,
,质量  16,8,8,8,10,8,10,8,10,10,10,,,
口感分析  44,纯正度  6,2,2,2,3,3,4,2,3,3,4,,,
,浓度  8,4,2,2,4,4,6,4,6,6,7,,,
,持久性 8,4,4,4,6,5,5,5,5,5,7,,,
,质量 22,16,10,10,13,13,13,10,13,13,16,,,
平衡/整体评价  11,,9,7,7,8,8,8,7,8,8,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品5,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,4,4,5,5,5,4,4,4,4,,,
,色调  10,8,8,10,6,10,10,8,8,8,8,,,
香气分析  30,纯正度  6,4,4,5,4,6,2,5,5,5,5,,,
,浓度  8,6,6,6,4,7,4,7,6,7,6,,,
,质量  16,12,12,14,10,14,10,14,14,14,12,,,
口感分析  44,纯正度  6,4,4,3,3,6,4,3,5,5,3,,,
,浓度  8,6,6,4,4,6,2,2,7,6,6,,,
,持久性 8,6,5,5,5,5,5,5,6,6,5,,,
,质量 22,16,16,13,13,16,13,13,19,16,13,,,
平衡/整体评价  11,,8,9,8,8,9,8,7,10,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品23,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,2,3,4,4,3,5,3,2,3,3,,,
,色调  10,6,8,10,8,10,10,8,8,8,6,,,
香气分析  30,纯正度  6,5,5,6,5,6,5,5,5,6,5,,,
,浓度  8,8,7,7,7,8,8,7,7,8,7,,,
,质量  16,14,14,14,14,16,14,14,16,16,14,,,
口感分析  44,纯正度  6,5,5,5,4,6,6,2,6,5,4,,,
,浓度  8,7,7,7,7,8,7,6,7,7,7,,,
,持久性 8,7,7,7,6,8,8,7,8,6,6,,,
,质量 22,19,19,16,16,19,19,19,22,16,16,,,
平衡/整体评价  11,,10,10,10,9,11,11,10,10,9,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品15,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,4,5,4,5,1,4,4,4,4,4,,,
,色调  10,8,8,8,4,10,6,8,8,8,8,,,
香气分析  30,纯正度  6,3,2,2,2,2,2,2,2,3,4,,,
,浓度  8,4,2,2,4,2,4,6,4,6,6,,,
,质量  16,10,8,8,10,8,8,8,8,10,12,,,
口感分析  44,纯正度  6,4,2,3,3,2,2,2,4,3,4,,,
,浓度  8,6,2,2,4,2,2,4,4,6,7,,,
,持久性 8,6,4,4,5,4,5,5,5,6,6,,,
,质量 22,16,10,10,13,13,10,10,13,13,16,,,
平衡/整体评价  11,,8,7,7,8,7,7,7,8,8,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品26,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,4,4,4,3,3,4,4,3,4,,,
,色调  10,8,8,8,6,10,6,8,8,8,8,,,
香气分析  30,纯正度  6,4,5,5,3,6,5,5,4,5,5,,,
,浓度  8,6,6,6,4,7,6,7,6,6,6,,,
,质量  16,12,14,14,10,14,12,14,12,14,12,,,
口感分析  44,纯正度  6,4,5,3,3,5,5,2,5,5,4,,,
,浓度  8,6,6,4,4,6,4,4,6,7,7,,,
,持久性 8,5,6,6,6,5,5,6,6,6,6,,,
,质量 22,16,16,13,13,13,16,13,16,16,16,,,
平衡/整体评价  11,,9,10,8,8,9,9,9,9,9,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品9,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,2,3,4,4,2,4,4,2,3,3,,,
,色调  10,6,8,8,6,10,8,8,8,6,6,,,
香气分析  30,纯正度  6,5,5,5,5,6,6,5,6,6,6,,,
,浓度  8,8,7,8,7,8,7,7,7,8,6,,,
,质量  16,16,14,16,12,14,14,14,16,14,14,,,
口感分析  44,纯正度  6,4,4,4,5,6,6,3,6,5,4,,,
,浓度  8,6,6,4,7,7,7,6,7,7,7,,,
,持久性 8,5,6,5,7,6,8,6,8,6,7,,,
,质量 22,16,16,13,19,16,19,13,22,16,16,,,
平衡/整体评价  11,,9,9,9,10,10,11,10,10,9,10,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品21,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,4,4,3,3,4,4,3,3,4,,,
,色调  10,6,8,8,8,10,10,8,8,8,6,,,
香气分析  30,纯正度  6,4,5,6,4,3,2,5,5,5,5,,,
,浓度  8,7,6,7,6,6,4,7,7,8,6,,,
,质量  16,12,14,16,10,10,8,14,12,14,12,,,
口感分析  44,纯正度  6,4,6,6,3,4,3,3,4,5,4,,,
,浓度  8,7,8,8,6,4,4,6,6,7,7,,,
,持久性 8,6,7,8,6,5,4,6,6,7,5,,,
,质量 22,16,22,22,16,16,13,16,13,19,16,,,
平衡/整体评价  11,,8,10,11,9,8,8,10,9,10,9,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
酒样品14,,品酒员1号,品酒员2号,品酒员3号,品酒员4号,品酒员5号,品酒员6号,品酒员7号,品酒员8号,品酒员9号,品酒员10号,,,
,,分数,分数,分数,分数,分数,分数,分数,分数,分数,分数,,,
外观分析 15,澄清度  5,3,4,4,5,4,4,4,2,3,4,,,
,色调  10,8,8,10,8,10,10,8,8,6,6,,,
香气分析  30,纯正度  6,4,4,3,4,4,2,4,5,5,5,,,
,浓度  8,4,4,2,4,7,4,4,6,7,6,,,
,质量  16,10,12,10,12,14,8,12,12,14,12,,,
口感分析  44,纯正度  6,4,5,5,3,4,2,4,5,4,4,,,
,浓度  8,6,6,6,4,6,4,6,7,6,7,,,
,持久性 8,6,6,6,6,6,4,6,6,6,7,,,
,质量 22,16,19,16,16,16,13,19,16,16,16,,,
平衡/整体评价  11,,9,9,8,8,9,8,9,9,9,9,,,
